shipment_id,origin_city,origin_state,origin_latitude,origin_longitude,destination_city,destination_state,destination_latitude,destination_longitude,distance_miles,estimated_travel_time_hours,weight_lbs,volume_cu_ft,driver_id,fuel_cost_usd,toll_cost_usd
SHP00189,Kansas City,MO,39.099728,-94.578567,Tucson,AZ,32.221743,-110.926479,992.58,21.33,49023,386,DRV158,698.34,6.79
SHP00190,Albuquerque,NM,35.084385,-106.650422,Washington,DC,38.907192,-77.036871,1603.86,32.91,25072,1835,DRV145,1036.59,5.27
SHP00191,Tucson,AZ,32.221743,-110.926479,San Diego,CA,32.715736,-117.161087,383.52,7.89,43021,1950,DRV036,244.76,49.88
SHP00192,Columbus,OH,39.961176,-82.998794,Orlando,FL,28.538336,-81.379234,831.08,18.86,30574,3304,DRV077,542.44,46.12
SHP00193,San Jose,CA,37.338208,-121.886329,Portland,OR,45.515232,-122.678447,592.05,12.92,79748,3759,DRV028,404.46,5.82
SHP00194,San Jose,CA,37.338208,-121.886329,Colorado Springs,CO,38.833882,-104.821363,934.2,20.32,20053,2895,DRV032,647.98,44.33
SHP00195,Los Angeles,CA,34.052235,-118.243683,Philadelphia,PA,39.952583,-75.165222,2694.36,53.95,9618,1313,DRV149,1752.64,22.74
SHP00196,Indianapolis,IN,39.768402,-86.158068,Washington,DC,38.907192,-77.036871,533.64,12.6,31080,2155,DRV010,407.94,29
SHP00197,Washington,DC,38.907192,-77.036871,Dallas,TX,32.776664,-96.796988,1160.79,25.52,68695,972,DRV189,818.46,9.74
SHP00198,Houston,TX,29.760427,-95.369803,El Paso,TX,31.761857,-106.485022,734.34,17.27,39518,2973,DRV011,522.33,10.44
SHP00199,Dallas,TX,32.776664,-96.796988,Fresno,CA,36.737798,-119.787125,1516.3,35.16,2002,2419,DRV150,1164.9,18.13
SHP00200,Nashville,TN,36.162664,-86.781601,Los Angeles,CA,34.052235,-118.243683,2016.97,42.98,68088,1652,DRV027,1382.29,43.59
SHP00201,San Diego,CA,32.715736,-117.161087,Washington,DC,38.907192,-77.036871,2365.4,49.28,11385,1650,DRV134,1511.2,48.68
SHP00202,Las Vegas,NV,36.169941,-115.13983,Atlanta,GA,33.748995,-84.387982,1937.81,45.21,47771,3765,DRV167,1422.68,39.4
SHP00203,New York,NY,40.712776,-74.005974,Detroit,MI,42.331429,-83.045753,474.67,10,42457,3625,DRV005,337.69,15.16
SHP00204,Austin,TX,30.267153,-97.743061,San Jose,CA,37.338208,-121.886329,1578.14,36.9,44109,998,DRV146,1047.18,10.17
SHP00205,Phoenix,AZ,33.448376,-112.074037,Long Beach,CA,33.77005,-118.193739,386.89,8.07,28738,2006,DRV051,275.23,30.87
SHP00206,Louisville,KY,38.252665,-85.758456,San Diego,CA,32.715736,-117.161087,1814.84,36.8,42677,1864,DRV100,1369.7,42.97
SHP00207,Fresno,CA,36.737798,-119.787125,Denver,CO,39.739235,-104.990251,858.85,17.88,74483,3253,DRV014,559.76,47.81
SHP00208,Mesa,AZ,33.415184,-111.831472,Washington,DC,38.907192,-77.036871,2077.38,46.97,47205,590,DRV200,1537.68,17.64
SHP00209,Houston,TX,29.760427,-95.369803,Memphis,TN,35.149534,-90.04898,511.41,11.55,54878,3599,DRV061,326.97,44.45
SHP00210,Kansas City,MO,39.099728,-94.578567,San Francisco,CA,37.774929,-122.419416,1553.41,31.42,31728,1882,DRV115,1113.3,30.81
SHP00211,Boston,MA,42.360082,-71.05888,Phoenix,AZ,33.448376,-112.074037,2587.21,53.23,31053,3695,DRV158,1762.46,47.78
SHP00212,San Francisco,CA,37.774929,-122.419416,Oklahoma City,OK,35.46756,-97.516428,1579.34,31.98,63440,2460,DRV024,1163.36,32.59
SHP00213,Denver,CO,39.739235,-104.990251,Philadelphia,PA,39.952583,-75.165222,1640.3,33.45,23575,507,DRV025,1048.11,2.4
SHP00214,Atlanta,GA,33.748995,-84.387982,Kansas City,MO,39.099728,-94.578567,715.15,14.73,4783,875,DRV125,469.85,46.57
SHP00215,Philadelphia,PA,39.952583,-75.165222,Austin,TX,30.267153,-97.743061,1441.2,30.52,1156,2800,DRV018,1061.59,10.79
SHP00216,San Jose,CA,37.338208,-121.886329,El Paso,TX,31.761857,-106.485022,919.47,18.94,34707,2242,DRV057,656.2,5.53
SHP00217,Louisville,KY,38.252665,-85.758456,Washington,DC,38.907192,-77.036871,504.3,10.24,64321,3683,DRV194,387.08,24.53
SHP00218,Salt Lake City,UT,40.760779,-111.891047,Memphis,TN,35.149534,-90.04898,1306.52,29.43,24118,3835,DRV091,901.59,1.48
SHP00219,Miami,FL,25.761681,-80.191788,Denver,CO,39.739235,-104.990251,1927.93,41.23,67957,851,DRV091,1368.01,4.59
SHP00220,Washington,DC,38.907192,-77.036871,Tucson,AZ,32.221743,-110.926479,2099.53,49.59,37564,346,DRV075,1435.15,35.09
SHP00221,San Antonio,TX,29.424122,-98.493628,Long Beach,CA,33.77005,-118.193739,1221.47,24.45,60533,3380,DRV048,935.77,49.68
SHP00222,Raleigh,NC,35.779589,-78.638179,Memphis,TN,35.149534,-90.04898,694.88,14.65,54531,2453,DRV103,511.13,32.18
SHP00223,Virginia Beach,VA,36.852929,-75.977985,Dallas,TX,32.776664,-96.796988,1337.44,27.31,53784,1441,DRV146,976.84,31.44
SHP00224,Long Beach,CA,33.77005,-118.193739,Indianapolis,IN,39.768402,-86.158068,1862.86,37.32,75138,824,DRV132,1312.7,37.33
SHP00225,Albuquerque,NM,35.084385,-106.650422,Boston,MA,42.360082,-71.05888,2012.72,41.67,45880,3059,DRV163,1484.75,12.82
SHP00226,Miami,FL,25.761681,-80.191788,Austin,TX,30.267153,-97.743061,1072.03,23.49,27513,1719,DRV120,675.42,32.69
SHP00227,Long Beach,CA,33.77005,-118.193739,Orlando,FL,28.538336,-81.379234,2409.98,52.76,9130,3583,DRV074,1741.52,20.9
SHP00228,New York,NY,40.712776,-74.005974,Long Beach,CA,33.77005,-118.193739,2786.32,59.32,35184,1253,DRV144,2047.71,33.65
SHP00229,Boston,MA,42.360082,-71.05888,Las Vegas,NV,36.169941,-115.13983,2675.9,62.42,71518,635,DRV161,1992.13,21.6
SHP00230,Albuquerque,NM,35.084385,-106.650422,San Francisco,CA,37.774929,-122.419416,1010.5,23.68,12308,843,DRV188,769.4,43.5
SHP00231,Albuquerque,NM,35.084385,-106.650422,Fresno,CA,36.737798,-119.787125,752.92,16.34,4231,2160,DRV063,574.03,44.13
SHP00232,Las Vegas,NV,36.169941,-115.13983,Virginia Beach,VA,36.852929,-75.977985,2398.64,50.45,29797,1083,DRV057,1721.83,16.41
SHP00233,New York,NY,40.712776,-74.005974,Seattle,WA,47.606209,-122.332071,2570.77,54.98,49972,881,DRV009,1976.91,2.96
SHP00234,El Paso,TX,31.761857,-106.485022,Memphis,TN,35.149534,-90.04898,947.76,22.16,20225,1952,DRV188,615.71,5.32
SHP00235,Memphis,TN,35.149534,-90.04898,Columbus,OH,39.961176,-82.998794,484.09,10.03,56661,3862,DRV030,361.54,1.16
SHP00236,Raleigh,NC,35.779589,-78.638179,Seattle,WA,47.606209,-122.332071,2286.49,50.22,29769,768,DRV113,1495.35,13.58
SHP00237,Chicago,IL,41.878113,-87.629799,Charlotte,NC,35.227085,-80.843124,622.04,14.21,77697,627,DRV162,478.47,8.59
SHP00238,Mesa,AZ,33.415184,-111.831472,Oklahoma City,OK,35.46756,-97.516428,919.55,20.2,28292,441,DRV193,662.46,33.66
SHP00239,Mesa,AZ,33.415184,-111.831472,Portland,OR,45.515232,-122.678447,1105.04,23.06,72440,2315,DRV071,719.17,21.21
SHP00240,Washington,DC,38.907192,-77.036871,Sacramento,CA,38.581572,-121.4944,2528.34,58.11,9556,3400,DRV197,1888.75,3.95
SHP00241,Portland,OR,45.515232,-122.678447,Raleigh,NC,35.779589,-78.638179,2527.63,53.14,20546,1217,DRV044,1823.32,25.17
SHP00242,El Paso,TX,31.761857,-106.485022,San Jose,CA,37.338208,-121.886329,936.82,20.45,10637,833,DRV121,626.04,22.47
SHP00243,Virginia Beach,VA,36.852929,-75.977985,Fresno,CA,36.737798,-119.787125,2383.44,53.01,62371,2097,DRV187,1782.94,12.2
SHP00244,Kansas City,MO,39.099728,-94.578567,Fort Worth,TX,32.755489,-97.330766,444.07,9.7,34013,3589,DRV053,290.64,33.52
SHP00245,Mesa,AZ,33.415184,-111.831472,Portland,OR,45.515232,-122.678447,988.46,20.47,19010,1906,DRV120,695.86,27.61
SHP00246,Las Vegas,NV,36.169941,-115.13983,Los Angeles,CA,34.052235,-118.243683,220.18,4.79,76306,1066,DRV115,162.9,4.42
SHP00247,Jacksonville,FL,30.332184,-81.655651,Portland,OR,45.515232,-122.678447,2363.76,50.3,10884,3178,DRV153,1593.15,5.64
SHP00248,Detroit,MI,42.331429,-83.045753,Mesa,AZ,33.415184,-111.831472,1602.89,35.45,19043,1317,DRV148,1078.02,26.31
SHP00249,San Diego,CA,32.715736,-117.161087,San Jose,CA,37.338208,-121.886329,454.24,10.49,50384,1422,DRV159,287.05,38.94
SHP00250,Nashville,TN,36.162664,-86.781601,Salt Lake City,UT,40.760779,-111.891047,1532.81,33.06,77795,1079,DRV004,1025.8,27.62
SHP00251,Las Vegas,NV,36.169941,-115.13983,Atlanta,GA,33.748995,-84.387982,1721.86,38.34,49159,1349,DRV010,1274.87,46.24
SHP00252,Tucson,AZ,32.221743,-110.926479,Jacksonville,FL,30.332184,-81.655651,1890.04,38.11,16806,1081,DRV146,1267.75,48.03
SHP00253,Sacramento,CA,38.581572,-121.4944,Dallas,TX,32.776664,-96.796988,1619.04,35.02,30020,2046,DRV176,1231.25,32.28
SHP00254,Detroit,MI,42.331429,-83.045753,Philadelphia,PA,39.952583,-75.165222,456.94,10.56,49802,1621,DRV084,350.51,32.29
SHP00255,Nashville,TN,36.162664,-86.781601,Charlotte,NC,35.227085,-80.843124,389.25,8.1,26470,2546,DRV085,288.68,35.96
SHP00256,Columbus,OH,39.961176,-82.998794,Fort Worth,TX,32.755489,-97.330766,923.69,19.72,77538,1595,DRV197,632.34,19.92
SHP00257,Charlotte,NC,35.227085,-80.843124,Raleigh,NC,35.779589,-78.638179,136.26,3.02,45007,3587,DRV058,88.07,44.36
SHP00258,Fort Worth,TX,32.755489,-97.330766,Kansas City,MO,39.099728,-94.578567,488.05,10.08,47700,1280,DRV060,308.17,49.18
SHP00259,Phoenix,AZ,33.448376,-112.074037,Houston,TX,29.760427,-95.369803,1061.38,22.08,9980,103,DRV132,783.12,47.55
SHP00260,Fort Worth,TX,32.755489,-97.330766,Raleigh,NC,35.779589,-78.638179,1068.89,23.78,5234,2725,DRV186,741.68,34.82
SHP00261,Kansas City,MO,39.099728,-94.578567,San Diego,CA,32.715736,-117.161087,1293.79,27.15,14719,2576,DRV005,931.63,10.43
SHP00262,Houston,TX,29.760427,-95.369803,Dallas,TX,32.776664,-96.796988,225.47,5.01,34848,1726,DRV166,166.22,0.17
SHP00263,Virginia Beach,VA,36.852929,-75.977985,Austin,TX,30.267153,-97.743061,1339.99,28.66,74323,3800,DRV050,1003.5,29.86
SHP00264,Denver,CO,39.739235,-104.990251,Los Angeles,CA,34.052235,-118.243683,834.74,19.08,56253,3810,DRV038,626.07,24.47
SHP00265,Louisville,KY,38.252665,-85.758456,Raleigh,NC,35.779589,-78.638179,424.73,9.69,54877,197,DRV084,299.33,31.99
SHP00266,Los Angeles,CA,34.052235,-118.243683,Omaha,NE,41.256537,-95.997988,1306.81,27.79,5036,1767,DRV082,851.58,21.85
SHP00267,Mesa,AZ,33.415184,-111.831472,Denver,CO,39.739235,-104.990251,654.25,13.82,75925,3044,DRV163,478.85,38.32
SHP00268,El Paso,TX,31.761857,-106.485022,Austin,TX,30.267153,-97.743061,567.15,11.9,43255,1404,DRV026,413.26,36.26
SHP00269,Salt Lake City,UT,40.760779,-111.891047,Milwaukee,WI,43.038902,-87.906474,1209.97,24.49,58289,703,DRV081,767.4,15.66
SHP00270,Denver,CO,39.739235,-104.990251,Fort Worth,TX,32.755489,-97.330766,708,15.05,8081,1576,DRV120,521.53,41.9
SHP00271,Salt Lake City,UT,40.760779,-111.891047,Houston,TX,29.760427,-95.369803,1196.2,24.34,33256,1861,DRV128,883.07,35.7
SHP00272,Philadelphia,PA,39.952583,-75.165222,San Antonio,TX,29.424122,-98.493628,1549.29,36.28,49891,1245,DRV190,1116.86,27.26
SHP00273,Orlando,FL,28.538336,-81.379234,Salt Lake City,UT,40.760779,-111.891047,1976.51,41.98,60476,866,DRV068,1512.34,17
SHP00274,Las Vegas,NV,36.169941,-115.13983,Columbus,OH,39.961176,-82.998794,1694.58,34.8,79784,3181,DRV063,1170.78,6.72
SHP00275,Los Angeles,CA,34.052235,-118.243683,San Diego,CA,32.715736,-117.161087,115.31,2.52,33393,851,DRV099,75.35,11.24
SHP00276,Chicago,IL,41.878113,-87.629799,Virginia Beach,VA,36.852929,-75.977985,677.55,14.75,58269,3742,DRV051,449.13,39.7
SHP00277,Columbus,OH,39.961176,-82.998794,Houston,TX,29.760427,-95.369803,1101.38,22.09,66084,279,DRV199,775.71,17.11
SHP00278,Sacramento,CA,38.581572,-121.4944,Phoenix,AZ,33.448376,-112.074037,618.49,14.33,50765,3534,DRV024,448.42,23.64
SHP00279,Kansas City,MO,39.099728,-94.578567,Denver,CO,39.739235,-104.990251,535.35,12.62,16699,2486,DRV139,388.23,7.26
SHP00280,Seattle,WA,47.606209,-122.332071,Denver,CO,39.739235,-104.990251,1085.29,22.98,17694,2126,DRV155,788.34,17.28
SHP00281,Denver,CO,39.739235,-104.990251,Tucson,AZ,32.221743,-110.926479,652.05,15.19,69660,3508,DRV043,425.2,3.24
SHP00282,Austin,TX,30.267153,-97.743061,Los Angeles,CA,34.052235,-118.243683,1403.37,31.99,3266,3223,DRV187,973.7,49.39
SHP00283,Austin,TX,30.267153,-97.743061,Raleigh,NC,35.779589,-78.638179,1297.07,29.87,6441,3317,DRV095,992.89,32.1
SHP00284,Phoenix,AZ,33.448376,-112.074037,Memphis,TN,35.149534,-90.04898,1329.03,30.35,37391,2765,DRV129,976.15,35.03
SHP00285,Albuquerque,NM,35.084385,-106.650422,Fresno,CA,36.737798,-119.787125,823.6,18.23,3754,2476,DRV003,554.6,42.09
SHP00286,Charlotte,NC,35.227085,-80.843124,Boston,MA,42.360082,-71.05888,742.44,16.22,42099,3617,DRV174,542.04,24.93
SHP00287,Baltimore,MD,39.290385,-76.612189,Virginia Beach,VA,36.852929,-75.977985,186.85,4.24,14884,1662,DRV174,128.07,46.15
SHP00288,Indianapolis,IN,39.768402,-86.158068,Mesa,AZ,33.415184,-111.831472,1418.82,33.3,38462,3626,DRV165,1082.51,33.27
SHP00289,Jacksonville,FL,30.332184,-81.655651,Nashville,TN,36.162664,-86.781601,522.71,12.25,59496,245,DRV030,401.13,7.89
SHP00290,Miami,FL,25.761681,-80.191788,Chicago,IL,41.878113,-87.629799,1215.34,25.37,36605,1892,DRV049,811.5,17.98
SHP00291,San Jose,CA,37.338208,-121.886329,Philadelphia,PA,39.952583,-75.165222,2491.09,51.22,44039,1823,DRV161,1671.89,24.32
SHP00292,Los Angeles,CA,34.052235,-118.243683,Salt Lake City,UT,40.760779,-111.891047,608.81,12.44,33203,343,DRV021,466.31,7.79
SHP00293,Fresno,CA,36.737798,-119.787125,Detroit,MI,42.331429,-83.045753,2124.75,47.9,63126,203,DRV116,1591.99,7.22
SHP00294,Colorado Springs,CO,38.833882,-104.821363,Phoenix,AZ,33.448376,-112.074037,600.2,13.11,34608,3758,DRV179,420.01,19.39
SHP00295,Houston,TX,29.760427,-95.369803,Salt Lake City,UT,40.760779,-111.891047,1221.69,27.55,40410,222,DRV127,779.79,3.66
SHP00296,Memphis,TN,35.149534,-90.04898,Baltimore,MD,39.290385,-76.612189,759.98,15.35,13266,385,DRV071,548.36,43.97
SHP00297,Portland,OR,45.515232,-122.678447,El Paso,TX,31.761857,-106.485022,1394.85,31.8,66072,2631,DRV110,992.84,5.27
SHP00298,Albuquerque,NM,35.084385,-106.650422,Boston,MA,42.360082,-71.05888,2249.76,48.1,73306,2495,DRV048,1535.43,1.34
SHP00299,Milwaukee,WI,43.038902,-87.906474,Las Vegas,NV,36.169941,-115.13983,1740.11,40.94,74093,2140,DRV142,1281.25,43.94
SHP00300,Charlotte,NC,35.227085,-80.843124,Detroit,MI,42.331429,-83.045753,567.76,11.58,47726,313,DRV108,423.95,18.33
SHP00301,Columbus,OH,39.961176,-82.998794,Oklahoma City,OK,35.46756,-97.516428,827.78,19.42,69003,2320,DRV145,586.58,11.23
SHP00302,Baltimore,MD,39.290385,-76.612189,Kansas City,MO,39.099728,-94.578567,916.18,20.34,34116,3378,DRV092,686.8,3.97
SHP00303,Denver,CO,39.739235,-104.990251,Raleigh,NC,35.779589,-78.638179,1635.22,33.2,29268,1841,DRV163,1053.22,33.66
SHP00304,Colorado Springs,CO,38.833882,-104.821363,San Antonio,TX,29.424122,-98.493628,710.71,16.06,33042,2106,DRV108,449.37,19.51
SHP00305,Nashville,TN,36.162664,-86.781601,Dallas,TX,32.776664,-96.796988,705.99,14.58,27057,371,DRV075,501.69,16.96
SHP00306,Tucson,AZ,32.221743,-110.926479,Kansas City,MO,39.099728,-94.578567,1166.49,25.34,4276,1271,DRV190,755.77,33.47
SHP00307,Memphis,TN,35.149534,-90.04898,Virginia Beach,VA,36.852929,-75.977985,888.74,18.58,55207,1920,DRV001,614.84,8.38
SHP00308,Philadelphia,PA,39.952583,-75.165222,Virginia Beach,VA,36.852929,-75.977985,209.97,4.67,31678,943,DRV077,137.43,11.02
SHP00309,Fresno,CA,36.737798,-119.787125,Los Angeles,CA,34.052235,-118.243683,204.33,4.81,19369,3575,DRV031,137.4,46.4
SHP00310,San Francisco,CA,37.774929,-122.419416,Oklahoma City,OK,35.46756,-97.516428,1567.78,31.53,7064,3758,DRV093,1054.45,25.51
SHP00311,Houston,TX,29.760427,-95.369803,Albuquerque,NM,35.084385,-106.650422,775.89,17.96,58806,1418,DRV171,588.83,10.7
SHP00312,Long Beach,CA,33.77005,-118.193739,Seattle,WA,47.606209,-122.332071,1075.84,23.83,34675,2961,DRV074,787.8,15.79
SHP00313,Albuquerque,NM,35.084385,-106.650422,Sacramento,CA,38.581572,-121.4944,982.5,22.35,60834,2092,DRV156,704.58,0.32
SHP00314,Fresno,CA,36.737798,-119.787125,San Diego,CA,32.715736,-117.161087,307.16,6.14,44511,3462,DRV177,202.44,10.73
SHP00315,Orlando,FL,28.538336,-81.379234,Colorado Springs,CO,38.833882,-104.821363,1691.95,35.7,23270,860,DRV083,1191.6,27.65
SHP00316,Omaha,NE,41.256537,-95.997988,Columbus,OH,39.961176,-82.998794,723.79,16.36,51818,2652,DRV122,546.06,16.26
SHP00317,Dallas,TX,32.776664,-96.796988,Mesa,AZ,33.415184,-111.831472,982.52,21.99,55583,3194,DRV068,738.22,29.76
SHP00318,San Francisco,CA,37.774929,-122.419416,Sacramento,CA,38.581572,-121.4944,78.33,1.7,67033,2158,DRV116,53.05,1.96
SHP00319,Tucson,AZ,32.221743,-110.926479,Atlanta,GA,33.748995,-84.387982,1731.87,37.46,35597,2592,DRV083,1143.06,29.7
SHP00320,Phoenix,AZ,33.448376,-112.074037,Sacramento,CA,38.581572,-121.4944,668.67,15.19,64560,1889,DRV120,457.71,17.81
SHP00321,Washington,DC,38.907192,-77.036871,Long Beach,CA,33.77005,-118.193739,2396.01,54.57,18098,3507,DRV196,1524.37,12.41
SHP00322,Fresno,CA,36.737798,-119.787125,San Diego,CA,32.715736,-117.161087,313.09,7.18,21585,324,DRV067,212.86,34.38
SHP00323,Fresno,CA,36.737798,-119.787125,Kansas City,MO,39.099728,-94.578567,1453.13,32.5,31591,872,DRV018,930.38,25.51
SHP00324,Miami,FL,25.761681,-80.191788,Phoenix,AZ,33.448376,-112.074037,2041.17,41.8,21587,613,DRV142,1339.34,46.63
SHP00325,Indianapolis,IN,39.768402,-86.158068,Tucson,AZ,32.221743,-110.926479,1448.53,33.93,65283,2513,DRV015,1112.55,21.13
SHP00326,Boston,MA,42.360082,-71.05888,Kansas City,MO,39.099728,-94.578567,1394.72,31.54,14960,1482,DRV110,909.75,13.14
SHP00327,Austin,TX,30.267153,-97.743061,Philadelphia,PA,39.952583,-75.165222,1424.73,29.31,7215,1520,DRV157,1066.1,3.81
SHP00328,Boston,MA,42.360082,-71.05888,Portland,OR,45.515232,-122.678447,2583.21,59.45,70308,1341,DRV157,1689.15,44.42
SHP00329,Virginia Beach,VA,36.852929,-75.977985,Miami,FL,25.761681,-80.191788,897.79,20.81,74771,1383,DRV078,644,21
SHP00330,Phoenix,AZ,33.448376,-112.074037,Los Angeles,CA,34.052235,-118.243683,401.17,8.19,76459,474,DRV123,305.9,9.6
SHP00331,Las Vegas,NV,36.169941,-115.13983,Sacramento,CA,38.581572,-121.4944,379.58,8.81,17025,3658,DRV109,287.11,18.72
SHP00332,Detroit,MI,42.331429,-83.045753,Los Angeles,CA,34.052235,-118.243683,1926.6,40.39,1070,3553,DRV105,1394.74,3.57
SHP00333,Phoenix,AZ,33.448376,-112.074037,Indianapolis,IN,39.768402,-86.158068,1603.15,34.73,50942,1937,DRV117,1208.59,31.38
SHP00334,Albuquerque,NM,35.084385,-106.650422,New York,NY,40.712776,-74.005974,2013.08,45.11,22040,3508,DRV055,1449.54,1.92
SHP00335,Miami,FL,25.761681,-80.191788,Charlotte,NC,35.227085,-80.843124,674.59,14.31,6093,812,DRV106,490.06,40.49
SHP00336,Seattle,WA,47.606209,-122.332071,Los Angeles,CA,34.052235,-118.243683,1029.33,21.49,4945,422,DRV176,729.44,48.03
SHP00337,Fort Worth,TX,32.755489,-97.330766,Kansas City,MO,39.099728,-94.578567,456.59,9.49,56795,2081,DRV071,322.1,1.18
SHP00338,Houston,TX,29.760427,-95.369803,Los Angeles,CA,34.052235,-118.243683,1345.45,30.75,11127,3734,DRV098,940.78,45.35
SHP00339,Detroit,MI,42.331429,-83.045753,Indianapolis,IN,39.768402,-86.158068,262.24,5.66,3834,891,DRV040,183.21,28.11
SHP00340,Detroit,MI,42.331429,-83.045753,Atlanta,GA,33.748995,-84.387982,621.87,12.47,6968,129,DRV166,421.44,21.79
SHP00341,Indianapolis,IN,39.768402,-86.158068,Colorado Springs,CO,38.833882,-104.821363,1131.7,23.64,16322,3253,DRV185,732.22,10.82
SHP00342,Baltimore,MD,39.290385,-76.612189,Dallas,TX,32.776664,-96.796988,1364.33,31.86,12596,560,DRV002,1013.29,46.81
SHP00343,Baltimore,MD,39.290385,-76.612189,Detroit,MI,42.331429,-83.045753,442.81,9.9,69875,2315,DRV093,322.1,18.01
SHP00344,Colorado Springs,CO,38.833882,-104.821363,Oklahoma City,OK,35.46756,-97.516428,502.13,11.33,46111,3552,DRV005,345.47,13.08
SHP00345,Indianapolis,IN,39.768402,-86.158068,Salt Lake City,UT,40.760779,-111.891047,1526.37,31.15,43067,2506,DRV145,1039.37,9.31
SHP00346,Long Beach,CA,33.77005,-118.193739,Albuquerque,NM,35.084385,-106.650422,762.82,17.75,67998,3465,DRV123,568.49,43.68
SHP00347,Portland,OR,45.515232,-122.678447,Fresno,CA,36.737798,-119.787125,705.46,16,60850,3701,DRV189,457.77,0.09
SHP00348,Atlanta,GA,33.748995,-84.387982,Charlotte,NC,35.227085,-80.843124,216.18,4.57,13847,502,DRV025,165.86,36.54
SHP00349,El Paso,TX,31.761857,-106.485022,Sacramento,CA,38.581572,-121.4944,932.4,19.78,2020,726,DRV076,631.25,0.96
SHP00350,Mesa,AZ,33.415184,-111.831472,Miami,FL,25.761681,-80.191788,2173.86,43.65,68659,1561,DRV192,1390.02,1.53
SHP00351,Las Vegas,NV,36.169941,-115.13983,Oklahoma City,OK,35.46756,-97.516428,1117.7,23.4,52446,321,DRV111,773.27,9.82
SHP00352,Kansas City,MO,39.099728,-94.578567,Boston,MA,42.360082,-71.05888,1359.4,27.35,29576,3474,DRV179,889.58,13.11
SHP00353,Dallas,TX,32.776664,-96.796988,El Paso,TX,31.761857,-106.485022,608.26,13.31,24476,177,DRV051,384.3,43.1
SHP00354,Denver,CO,39.739235,-104.990251,Memphis,TN,35.149534,-90.04898,867.95,17.56,24210,651,DRV018,596.09,47.99
SHP00355,Los Angeles,CA,34.052235,-118.243683,Albuquerque,NM,35.084385,-106.650422,665.4,14.62,75325,3219,DRV020,435.81,38.01
SHP00356,Las Vegas,NV,36.169941,-115.13983,Louisville,KY,38.252665,-85.758456,1778.55,38.78,48472,3438,DRV185,1279.52,25.62
SHP00357,Dallas,TX,32.776664,-96.796988,Austin,TX,30.267153,-97.743061,204.7,4.74,5887,1186,DRV144,144.22,24.92
SHP00358,Dallas,TX,32.776664,-96.796988,Washington,DC,38.907192,-77.036871,1284.32,28.01,32628,2207,DRV003,985.4,28.68
SHP00359,Phoenix,AZ,33.448376,-112.074037,Chicago,IL,41.878113,-87.629799,1623.86,37.83,33509,189,DRV028,1117.74,9.96
SHP00360,Colorado Springs,CO,38.833882,-104.821363,Columbus,OH,39.961176,-82.998794,1303.69,26.21,32883,1573,DRV054,988.19,43.76
SHP00361,San Francisco,CA,37.774929,-122.419416,Nashville,TN,36.162664,-86.781601,2149.21,46.62,41521,1240,DRV025,1450.08,3.52
SHP00362,San Antonio,TX,29.424122,-98.493628,Mesa,AZ,33.415184,-111.831472,894.6,20.46,46567,2217,DRV186,584.24,26.74
SHP00363,Portland,OR,45.515232,-122.678447,Louisville,KY,38.252665,-85.758456,2227.27,48.9,46093,3413,DRV111,1484.93,41.14
SHP00364,El Paso,TX,31.761857,-106.485022,Salt Lake City,UT,40.760779,-111.891047,773.71,16.08,56129,2946,DRV013,529.08,17.2
SHP00365,Colorado Springs,CO,38.833882,-104.821363,Chicago,IL,41.878113,-87.629799,934.41,20.73,62367,541,DRV130,609.94,31.98
SHP00366,Tucson,AZ,32.221743,-110.926479,San Jose,CA,37.338208,-121.886329,762.75,15.64,25775,1792,DRV066,556.14,19
SHP00367,El Paso,TX,31.761857,-106.485022,Baltimore,MD,39.290385,-76.612189,1858.33,40.42,54776,1656,DRV076,1178.01,45.65
SHP00368,Oklahoma City,OK,35.46756,-97.516428,Seattle,WA,47.606209,-122.332071,1646.34,34.22,16715,2683,DRV079,1248.26,34.54
